#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x
no_felt_crafter_5;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_6;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_7;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_8;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_desc;Turning the wool into felt for use in clothes or the construcion of tents.;On y transforme la laine en feutre pour fabriquer des vêtements ou des tentes.;Stellt aus Wolle Filz her, das zu Kleidung und Zelten weiterverarbeitet wird.;;Convierte la lana en fieltro para su uso en la ropa o la construcción de tiendas de campaña.;;;;;;;;;x
no_composite_bow_crafter_1;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_2;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_3;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_4;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_5;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_6;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_7;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_8;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_desc;Crafted from bamboo, horn and sinew, small composite bows are agile enough to be used effectively on horseback.;Fabriqués en bambou, en corne et en tendons, ces petits arcs composites sont suffisamment maniables pour être utilisés à cheval.;Die kurzen Kompositbögen, die aus Bambus, Horn und Sehnen hergestellt werden, sind so handlich, dass sie selbst während des Reitens eingesetzt werden können.;;Fabricado con bambú, cuerno y tendón, los pequeños arcos compuestos son lo suficientemente ágiles para ser utilizados eficazmente a caballo.;;;;;;;;;x
no_lamellar_armor_crafter_1;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_2;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_3;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_4;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_5;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_6;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_7;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_8;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_desc;Rectangular leather pieces are laced together to form a sturdy armor.;Des morceaux de cuir rectangulaires cousus ensemble pour former une armure résistante.;Rechteckige Lederstreifen werden so zusammengesetzt, dass aus ihnen eine widerstandsfähige Rüstung entsteht.;;Piezas de cuero rectangulares entrelazadas para formar una sólida armadura.;;;;;;;;;x
no_ger_crafter_1;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_2;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_3;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_4;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_5;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_6;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_7;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_8;Yurt Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_desc;The majority of the residences in nomad camps consists of felt huts known as yurts.;La majorité des habitations dans la steppe consistent en des huttes de feutre : les yourtes.;Die primäre Behausung der Steppenbewohner ist die Filzhütte, besser bekannt als Ger.;;La mayoría de las residencias en la estepa consisten en cabañas de fieltro conocidos como gers.;;;;;;;;;x
no_camel_breeder_1;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_2;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_3;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_4;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_5;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_6;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_7;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_8;Camel Breeder;Éleveur de chameaux;Kamelzüchter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_desc;The camel breeder makes sure that there is a steady supply of sturdy camels.;L'éleveur de chameaux fournit des chameaux en bonne santé en permanence.;Die Kamelzüchter sorgen für eine verlässliche Versorgung mit kräftigen Kamelen.;;El criador de camellos se asegura que hay un suministro estable de camellos robustos.;;;;;;;;;x
no_minority_shrine_1;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_2;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_3;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_4;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_5;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_6;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_7;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_8;Minority Shrines;Sanctuaires minoritaires;Schreine für Minderheiten;;Lugares sagrados de la minoría;;;;;;;;;x
no_minority_shrine_desc;These shrines gives the oppotunity for people to worship deities of different religions.;Ces sanctuaires permettent au peuple de vénérer les divinités des autres religions.;An diesen Schreinen können Anhänger religiöser Minderheiten ihren Glauben praktizieren.;;Estos lugares sagrados dan la oportunidad a la gente de adorar deidades de religiones diferentes.;;;;;;;;;x
no_gathering_hall_1;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_2;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_3;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_4;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_5;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_6;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_7;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_8;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reunión del clan;;;;;;;;;x
no_gathering_hall_desc;A meeting place for the different clans in the nomad realm to discuss various internal affairs.;Un lieu de réunion pour les différents clans du royaume nomade. On y aborde divers sujets internes.;Ein Treffpunkt für die Vertreter der verschiedenen Klans, an dem interne Belange des Stammes diskutiert werden können.;;Un lugar de encuentro para que los diferentes clanes del ámbito nómada discutan diferentes varios asuntos internos.;;;;;;;;;x
no_airag_producer_1;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_2;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_3;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_4;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_5;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_6;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_7;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_8;Fermented Milk Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_desc;A mild alcoholic beverage derived from mare's milk.;Il produit un breuvage légèrement alcoolisé tiré du lait de jument.;Ein schwach alkoholisches Getränk, hergestellt aus Stutenmilch.;;Una bebida alcohólica suave derivada de leche de yegua.;;;;;;;;;x
no_minter_1;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_2;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_3;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_4;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_5;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_6;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_7;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_8;Minter;Frappe de monnaie;Münzpräger;;Acuñador;;;;;;;;;x
no_minter_desc;The local minting of coins allows more trade to be conducted in the province.;Frapper une monnaie locale permet de développer le commerce dans la province.;Das Prägen regionaler Münzen steigert das Handelsvolumen in der Provinz.;;La acuñación de monedas locales permite que se realice más comercio en la provincia.;;;;;;;;;x
no_camp_fortifications_1;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_2;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_3;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_4;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_5;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_6;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_7;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_8;Camp Fortifications;Camp fortifié;Lagerbefestigung;;Fortificaciones de campo;;;;;;;;;x
no_camp_fortifications_desc;Small barricades have been errected around the camp to protect it from bandits and raiders.;On a érigé de petites barricades autour du camp pour le protéger des bandits et des pillards.;Kleinere Barrikaden rings um das Lager bieten Schutz vor Banditen und Plünderern.;;Se han erigido pequeñas barricadas alrededor del campo para protegerlo de bandidos y ladrones.;;;;;;;;;x
no_elephant_camp_1;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_2;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_3;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_4;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_5;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_6;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_7;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_8;Elephant Camp;Camp à éléphants;Elefantengehege;;Campamento de elefantes;;;;;;;;;x
no_elephant_camp_desc;In the camp elephants are prepared to take part in military campaigns.;Dans ce camp, on prépare les éléphants aux campagnes militaires.;In diesem Gehege werden Elefanten für den Einsatz im Krieg gehalten.;;En el campamento, los elefantes están preparados para tomar parte en las campañas militares.;;;;;;;;;x
action_overthrow;Overthrow Ruler;Renverser le khan;Khan stürzen;;Derrocar al kan;;;;;;;;;x
faction_overthrow_title;Overthrow Ruler;Renverser le khan;Khan stürzen;;Derrocar al kan;;;;;;;;;x
faction_overthrow_desc;Members desire §Y[From.GetBestName]§! as the new leader for the §Y[This.GetFullName]§!. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!;Les membres désirent avoir §Y[From.GetBestName]§! comme nouveau chef des §Y[This.GetFullName]§!. Lorsqu'il sera assez puissant, §Y[From.GetBestName]§! pourra présenter un ultimatum à §Y[From.Liege.GetBestName]§!;Mitglieder wünschen, §Y[From.GetBestName]§! zum neuen Anführer der §Y[This.GetFullName]§! zu machen. Sobald §Y[From.GetBestName]§! mächtig genug ist, kann §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Los miembros desean a §Y[From.GetBestName]§! como nuevo líder de §Y[This.GetFullName]§!. ¡Cuando sea lo suficientemente poderoso, §Y[From.GetBestName]§! puede presentar un ultimátum a §Y[From.Liege.GetBestName]§!;;;;;;;;;x
CB_NAME_INSTALLKHAN;Install Ruler;Instituer un Khagan;Khagan einsetzen;;Imponer kagan;;;;;;;;;x
cb_install_khan_desc;The clans can forcefully depose the Ruler and replace him with someone more powerful.;Les clans peuvent destituer un khan de force et le remplacer par un individu plus puissant.;Die Klans können den Khagan gewaltsam absetzen und durch einen mächtigeren Kandidaten ersetzen.;;Los clanes pueden deponer a la fuerza al kagan y sustituirlo por alguien más poderoso.;;;;;;;;;x
TT_NEW_KHAN;Becomes the new Ruler of §Y[PrevPrev.GetName]§!\n;Devient le nouveau khan de §Y[PrevPrev.GetName]§!\n;Wird neuer Khan von §Y[PrevPrev.GetName]§!\n;;Se convierte en el nuevo kan de §Y[PrevPrev.GetName]§!\n;;;;;;;;;x
#CB_NAME_INSTALLKHAN;Install $ATTACKER$ as Khan of $SECOND$;Faire de $ATTACKER$ le khan des $SECOND$;$ATTACKER$ als Khan von $SECOND$ einsetzen;;Instalar a $ATTACKER$ como kan de $SECOND$;;;;;;;;;x
WAR_NAME_INSTALLKHAN;Install $ATTACKER$ as Ruler of $SECOND$;Faire de $ATTACKER$ le khan des $SECOND$;$ATTACKER$ als Khan von $SECOND$ einsetzen;;Instalar a $ATTACKER$ como kan de $SECOND$;;;;;;;;;x
EVTDESC8210;You have shown yourself weak and I speak for all the clans when I say that it is time for you to hand over the bridle to someone more worthy.\n\nSigned,\n[From.GetTitledName];Vous avez fait preuve de faiblesse, et je parle au nom de tous les clans lorsque je déclare qu'il est temps pour vous de passer les rênes à quelqu'un qui en est plus digne.\n\nSigné\n[From.GetTitledName];Ihr habt unter Beweis gestellt, dass Ihr schwach seid. Ich spreche für alle Klans, wenn ich sage, dass es an der Zeit ist, dass ein anderer die Zügel übernimmt.\n\nGezeichnet,\n[From.GetTitledName];;Has mostrado debilidad y hablo en nombre de todos los clanes cuando digo que es hora de que entregues las riendas a alguien más digno.\n\Firmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC8211;The weak Ruler has agreed to our demands and have to surrender himself to us.;Le khan affaibli a accepté vos exigences et nous propose son abdication.;Der schwache Khan hat unseren Forderungen zugestimmt und muss sich uns ausliefern.;;El débil kan ha estado de acuerdo en nuestras demandas y tiene que entregarse a nosotros.;;;;;;;;;x
